Token,Frequency
albania,13
fulfilment,13
spot,13
sexuel,13
faire,13
sociaux,13
suivi,13
hygiene,13
healthy,13
literacy,13
eur,13
sensitivity,13
visant,13
helpline,13
daction,13
tasked,13
introduces,13
interdepartmental,13
cyprus,13
guardianship,13
helping,13
bmfsfj,13
embassy,13
semistructured,13
ngcas,13
spousal,13
conscription,12
amid,12
deployed,12
southern,12
odesa,12
died,12
brings,12
substantial,12
becomes,12
russianoccupied,12
reaching,12
cessation,12
mark,12
nurse,12
introduce,12
declared,12
restrict,12
signature,12
deliberate,12
managed,12
genitals,12
underreporting,12
occasion,12
compulsory,12
sanctioned,12
terrorist,12
extract,12
rarely,12
combined,12
eligible,12
suitable,12
safer,12
appears,12
officially,12
allows,12
peaceful,12
mistreatment,12
adhere,12
frontline,12
forcible,12
involves,12
emerged,12
litigation,12
respecting,12
ofsexual,12
actually,12
spoke,12
reaction,12
empowering,12
shame,12
consequently,12
ally,12
gave,12
similarly,12
murad,12
argue,12
closely,12
delivering,12
structured,12
ownership,12
investment,12
te,12
ethic,12
wom,12
di,12
facilitating,12
postconflict,12
substantive,12
alternative,12
restoration,12
efficiency,12
oversight,12
competency,12
competitive,12
violated,12
characterized,12
silence,12
counsellor,12
struggle,12
practitioner,12
lesbian,12
intersex,12
worth,12
linkage,12
interaction,12
unique,12
immigration,12
american,12
growth,12
exclusion,12
refuse,12
holder,12
explore,12
psycho,12
quickly,12
subordinate,12
root,12
lawsuit,12
restraining,12
authorised,12
accurate,12
african,12
syrian,12
devastating,12
yazidi,12
patriarchal,12
declined,12
implicated,12
stable,12
interested,12
description,12
controlling,12
pdf,12
certification,12
wps,12
stratégie,12
estonia,12
preparing,12
aussi,12
fait,12
domaine,12
vie,12
signal,12
ministère,12
newly,12
formed,12
index,12
fbih,12
escalation,12
hisher,12
pedagogical,12
observatory,12
cope,12
prize,12
chief,12
bad,12
jurisprudence,12
discipline,12
être,12
ncpe,12
phd,12
completely,12
importantly,12
www,12
mobilization,12
enjoyment,11
deported,11
uphold,11
conclude,11
preceding,11
strongly,11
restricted,11
spring,11
prohibit,11
fifth,11
oral,11
island,11
inhumane,11
ruling,11
summer,11
announcement,11
viewed,11
saving,11
conversation,11
ending,11
suspect,11
comparison,11
relatively,11
prescribed,11
simply,11
contained,11
prohibiting,11
publishing,11
computer,11
reside,11
examined,11
ultimately,11
coordinated,11
severity,11
bearer,11
restrictive,11
intense,11
returning,11
admitted,11
arrived,11
talking,11
observation,11
describe,11
regina,11
afghanistan,11
speaker,11
us,11
reveal,11
logic,11
great,11
comparable,11
kingdom,11
mini,11
im,11
evaluated,11
interagency,11
olence,11
po,11
wi,11
nonrecurrence,11
participatory,11
oisl,11
bisexual,11
complementary,11
join,11
putting,11
diaspora,11
contributed,11
arriving,11
apart,11
probably,11
arrival,11
outsider,11
therapy,11
core,11
transformative,11
outreach,11
posttraumatic,11
oppression,11
supplement,11
dec,11
are,11
friendly,11
si,11
clarify,11
encourages,11
realisation,11
humiliating,11
incitement,11
withdrawal,11
aggravating,11
filed,11
character,11
prepare,11
indicating,11
receipt,11
intention,11
kateryna,11
minute,11
evident,11
ceasefire,11
islamic,11
daesh,11
tailored,11
arab,11
libya,11
somalia,11
tension,11
experiencing,11
sudanese,11
violenc,11
locality,11
ready,11
expressing,11
neighbourhood,11
opg,11
domain,11
counseling,11
grantsgov,11
dod,11
corresponding,11
mapping,11
slovenia,11
spain,11
club,11
focal,11
combattre,11
adopté,11
développements,11
pertinents,11
mener,11
mentoring,11
divorce,11
liable,11
textbook,11
appearance,11
nationwide,11
faculty,11
cours,11
également,11
santé,11
chair,11
underage,11
unscr,11
handbook,11
sociological,11
racism,11
produce,11
nap,11
latvian,11
correctional,11
frame,11
speaking,11
transit,11
rely,11
fullfledged,11
hound,11
broke,11
prism,11
confined,11
robbery,11
remnant,10
electricity,10
prevented,10
sevastopol,10
collaborating,10
consisted,10
inadequate,10
observer,10
air,10
distinction,10
heating,10
repair,10
thereof,10
absolutely,10
abducted,10
whereabouts,10
disappeared,10
organ,10
insult,10
repeatedly,10
preserve,10
equipment,10
turned,10
removal,10
propaganda,10
hostile,10
calling,10
retaliation,10
greek,10
deployment,10
premise,10
disciplinary,10
whereas,10
maximum,10
unknown,10
transportation,10
undertaking,10
staying,10
broadcast,10
software,10
acquired,10
observe,10
ix,10
appeared,10
pursue,10
gendersensitive,10
accountable,10
smaller,10
certificate,10
inciting,10
block,10
silent,10
communicate,10
organizing,10
wanted,10
ofthe,10
solidarity,10
associate,10
adjustment,10
adopting,10
composed,10
heritage,10
judgement,10
ch,10
detect,10
ice,10
onal,10
ted,10
ment,10
cybercrime,10
relevance,10
suspended,10
ence,10
safeguard,10
external,10
policymaking,10
capable,10
multidisciplinary,10
itjps,10
gay,10
overcoming,10
journey,10
constantly,10
mindset,10
interpreter,10
tend,10
understood,10
delegation,10
politician,10
quarterly,10
consultative,10
httpsdoiorg,10
van,10
joined,10
africa,10
reserve,10
recognizing,10
systemic,10
legislativ,10
criminalised,10
stalking,10
irrespective,10
unanimous,10
secretariat,10
roadmap,10
royal,10
conjunction,10
compelled,10
intersectional,10
unified,10
marked,10
wave,10
keeping,10
continuously,10
sustainability,10
iasc,10
represents,10
lithuania,10
monaco,10
netherlands,10
entrepreneurship,10
highlighting,10
informative,10
green,10
consists,10
regulates,10
refusal,10
contributes,10
promouvoir,10
même,10
société,10
garantir,10
tous,10
chaque,10
modification,10
aide,10
expansion,10
besides,10
envisages,10
posted,10
lifestyle,10
stereotypical,10
oriented,10
homicide,10
rd,10
chancellery,10
drafted,10
appel,10
lancé,10
thématique,10
vue,10
auprès,10
cf,10
ukrainiens,10
advanced,10
gcfbih,10
printed,10
addiction,10
economics,10
viol,10
bulgarian,10
financed,10
cpd,10
exercising,10
possibly,10
college,10
stigmatisation,10
aforementioned,10
supplemented,10
completion,10
stronger,10
maker,10
picture,10
supervisory,10
hungarian,10
cassation,10
connected,10
ended,10
slightly,10
approaching,10
monégasque,10
turkey,10
glossary,10
bbc,10
gynecologist,10
knew,10
demobilized,10
belarus,9
subsistence,9
discrediting,9
recall,9
drawn,9
entail,9
sister,9
destroy,9
disrupted,9
sick,9
enemy,9
largescale,9
combination,9
referendum,9
executed,9
fate,9
arbitrarily,9
intimidate,9
stopped,9
equipped,9
send,9
suicide,9
seeing,9
evacuation,9
hors,9
moved,9
permitted,9
grown,9
rare,9
systematically,9
fewer,9
ranging,9
christian,9
respected,9
justify,9
frequent,9
eligibility,9
attached,9
unlikely,9
governing,9
indigenous,9
sentencing,9
referring,9
apparent,9
confession,9
containing,9
punishing,9
x,9
provoking,9
openly,9
unemployment,9
prolonged,9
powerful,9
argued,9
assumption,9
serb,9
suggest,9
brutality,9
doubt,9
blame,9
caring,9
serbian,9
hear,9
huge,9
remember,9
professor,9
historically,9
icty,9
ac,9
accompanying,9
ant,9
evolving,9
antidiscrimination,9
ional,9
incorporate,9
potentially,9
label,9
reluctant,9
ltte,9
operated,9
repression,9
exile,9
marginalized,9
desire,9
dangerous,9
built,9
successfully,9
consult,9
nonrepetition,9
mediation,9
happen,9
initially,9
vital,9
acute,9
acknowledging,9
suicidal,9
entrenched,9
syndrome,9
signatory,9
eliminating,9
considers,9
leisure,9
multilateral,9
vision,9
gained,9
examining,9
favourable,9
negotiation,9
declare,9
withdraw,9
copy,9
complicated,9
ethiopia,9
iraq,9
tackle,9
hoc,9
prevailing,9
outline,9
communiqué,9
cpc,9
attorney,9
prioritize,9
emerge,9
unity,9
mandated,9
functional,9
equitable,9
uei,9
nato,9
proceed,9
evaluate,9
pursuing,9
traumainformed,9
running,9
mainstream,9
patten,9
réalisation,9
ia,9
norway,9
albanian,9
theatre,9
intervene,9
legislature,9
emphasised,9
gen,9
chaired,9
lapplication,9
concernant,9
professionnelle,9
spécifique,9
sans,9
collectifs,9
nationale,9
judiciaire,9
réseaux,9
peuvent,9
réfugiées,9
séjour,9
soutien,9
statistiques,9
formes,9
légard,9
meanwhile,9
provincial,9
armenian,9
networking,9
confidence,9
circle,9
fatherhood,9
lutter,9
infraction,9
faites,9
ear,9
donation,9
genuine,9
publishes,9
bias,9
carers,9
estonian,9
kok,9
kethi,9
wait,9
ratio,9
revision,9
senate,9
whereby,9
intensity,9
petition,9
exclusively,9
closer,9
seize,9
sop,9
maltese,9
hrd,9
min,9
skopje,9
norwegian,9
yes,9
rapidly,9
turkish,9
symbolic,9
mukwege,9
fellow,9
grew,9
thats,9
somehow,9
oligarch,9
hidden,9
spite,9
ﬂeeing,9
tate,9
presently,9
pv,9
zamostian,9
oﬃcials,9
indepth,9
vii,8
shortage,8
filtration,8
selfproclaimed,8
abovementioned,8
sailor,8
predominantly,8
contrary,8
necessarily,8
artillery,8
antipersonnel,8
device,8
heavily,8
production,8
internment,8
gunshot,8
confess,8
electrocution,8
duress,8
liberated,8
gun,8
passport,8
maria,8
securing,8
enforce,8
failing,8
undermined,8
formally,8
gone,8
verbal,8
chain,8
agent,8
mere,8
impartial,8
extends,8
derogation,8
price,8
mobility,8
violating,8
book,8
promptly,8
encompasses,8
underlying,8
confiscation,8
explicit,8
enshrined,8
clothing,8
duly,8
outlet,8
limiting,8
educate,8
banned,8
schooling,8
recording,8
deadline,8
terminate,8
rhetoric,8
restore,8
surveillance,8
exam,8
therussian,8
approached,8
dierent,8
invisible,8
assume,8
naked,8
victimization,8
sound,8
anger,8
shift,8
behavior,8
politically,8
conﬂictrelated,8
construction,8
ecthr,8
li,8
juvenile,8
combatting,8
transparent,8
overcome,8
ri,8
updating,8
autonomy,8
proliferation,8
ive,8
illicit,8
paying,8
probation,8
renewed,8
pressing,8
motivated,8
comprises,8
homophobia,8
parallel,8
reviewing,8
samesex,8
programmatic,8
recognizes,8
betrayal,8
forgotten,8
true,8
meant,8
disclose,8
visiting,8
fill,8
recognize,8
calendar,8
historical,8
individually,8
managerial,8
frustration,8
ruled,8
breaking,8
excluding,8
separately,8
roundtable,8
unconscious,8
teach,8
recurrence,8
sterilization,8
titled,8
ance,8
iolence,8
coordinating,8
educator,8
adequately,8
determining,8
nce,8
initiation,8
receives,8
urgently,8
expiration,8
extend,8
lens,8
impeded,8
profit,8
driven,8
ter,8
helped,8
incorporated,8
serf,8
reiterate,8
reinforce,8
standing,8
fighter,8
emphasized,8
infection,8
freeze,8
realized,8
credibly,8
success,8
likelihood,8
marry,8
takeover,8
none,8
west,8
participates,8
faction,8
nonetheless,8
registering,8
opposition,8
issuance,8
hosting,8
amhara,8
suspend,8
rank,8
janvier,8
drls,8
equity,8
input,8
awarding,8
explain,8
intend,8
ncage,8
showing,8
assistant,8
product,8
denmark,8
foreseen,8
environmental,8
performed,8
vice,8
realised,8
landorre,8
donnant,8
pouvoirs,8
raison,8
principe,8
concerne,8
humains,8
différents,8
différentes,8
pouvoir,8
sociales,8
décret,8
procédure,8
besoins,8
compte,8
ut,8
enmity,8
intolerance,8
termination,8
inspection,8
depth,8
operates,8
founded,8
öif,8
tender,8
finalised,8
ordinator,8
orange,8
réforme,8
serum,8
encore,8
suite,8
examines,8
internationale,8
devoted,8
mhrr,8
eige,8
degree,8
aggravation,8
comparative,8
lar,8
documentary,8
visibility,8
easier,8
criminalisation,8
trainee,8
t,8
adding,8
encountered,8
disabled,8
skilled,8
newsletter,8
proposes,8
lay,8
endorsement,8
evidentiary,8
whats,8
prejudicial,8
humiliated,8
unlawfully,8
increasingly,8
tc,8
nac,8
unsc,8
concluding,8
seat,8
brå,8
counteraction,8
bruise,8
irreparable,8
usa,8
straten,8
ponthoz,8
sema,8
else,8
couldnt,8
complication,8
noninternational,8
deny,8
lowest,8
slapped,8
havent,8
cohen,8
signiﬁcant,8
aor,8
attacker,8
quarrel,8
yo,8
izyum,8
winter,7
comprising,7
unofficial,7
align,7
lawenforcement,7
necessity,7
verification,7
rocket,7
injuring,7
kill,7
comprise,7
road,7
employ,7
unnecessary,7
obliges,7
prescribes,7
munition,7
freezing,7
annexation,7
constitutes,7
binding,7
tatar,7
toilet,7
breakdown,7
wrong,7
drunk,7
driving,7
notified,7
criticism,7
violates,7
refrain,7
camera,7
verdict,7
expose,7
handed,7
maintained,7
strictly,7
eventually,7
stripped,7
decreased,7
facebook,7
thorough,7
affordable,7
prescription,7
transmit,7
influx,7
rental,7
broadcasting,7
likewise,7
fails,7
warrant,7
cutting,7
specify,7
print,7
screening,7
violate,7
merely,7
captured,7
undue,7
sufficiently,7
strict,7
grand,7
weekly,7
presenting,7
issuing,7
conscience,7
conducive,7
evacuated,7
ee,7
recognises,7
expensive,7
ordering,7
vinnytsia,7
net,7
spent,7
prominent,7
amend,7
confirm,7
havryshko,7
exploring,7
indication,7
berlin,7
screen,7
facilitated,7
listen,7
implication,7
sure,7
blaming,7
studied,7
easy,7
stranger,7
denisova,7
venediktova,7
hardly,7
publish,7
rapist,7
allied,7
lecture,7
correct,7
kid,7
losing,7
photo,7
cm,7
exclude,7
rebuilding,7
internationally,7
resolve,7
continuity,7
laundering,7
ap,7
nal,7
ity,7
distance,7
coaching,7
serv,7
capability,7
prov,7
tackling,7
anticorruption,7
prosecutorial,7
ev,7
supervisor,7
beneficial,7
avoiding,7
advise,7
counterpart,7
renewal,7
controversial,7
journalism,7
thinking,7
peer,7
leurope,7
consultant,7
reflects,7
valued,7
kept,7
weak,7
situated,7
assisted,7
suggests,7
therapeutic,7
integral,7
faith,7
abusive,7
america,7
placing,7
isolation,7
differ,7
cited,7
tracking,7
coordinator,7
removed,7
occurs,7
altogether,7
intrusive,7
mixed,7
acknowledge,7
transmission,7
tendency,7
explanation,7
sexu,7
ahrccrp,7
vio,7
dis,7
placement,7
advancement,7
attribute,7
behavioural,7
re,7
surrounding,7
conciliation,7
officio,7
suspension,7
clause,7
partly,7
ations,7
russiaukraine,7
hurt,7
properly,7
wake,7
an,7
compounded,7
worsening,7
indirectly,7
budgetary,7
convened,7
consolidate,7
globally,7
port,7
robust,7
persist,7
monitored,7
del,7
kivu,7
gaining,7
maimai,7
approve,7
paternity,7
reduced,7
aligned,7
upper,7
react,7
unwillingness,7
commis,7
tigray,7
pertaining,7
preference,7
contingent,7
title,7
responded,7
exemption,7
click,7
inequity,7
demonstrating,7
explaining,7
branch,7
overarching,7
pramila,7
membres,7
luxembourg,7
elles,7
slogan,7
dopportunités,7
elle,7
civile,7
pratiques,7
effet,7
basées,7
femme,7
mais,7
exemple,7
jeunesse,7
mois,7
département,7
tout,7
jours,7
judiciaires,7
personne,7
sociale,7
migrantes,7
dasile,7
permis,7
intégrer,7
collecte,7
linstitut,7
depuis,7
unlike,7
blackmail,7
stipulated,7
middle,7
purchase,7
patrol,7
illegally,7
elementary,7
lea,7
anniversary,7
colleague,7
analysed,7
recommandations,7
mieux,7
marché,7
menée,7
juillet,7
presidency,7
portant,7
lensemble,7
ayant,7
trois,7
plusieurs,7
solving,7
figap,7
advertisement,7
harmonised,7
gende,7
biggest,7
treasury,7
childhood,7
intensive,7
ombudsperson,7
tourism,7
insulted,7
cosv,7
immigrant,7
organisational,7
danish,7
fraud,7
buying,7
length,7
abstract,7
exceeded,7
accident,7
sociodemographic,7
moving,7
caregiver,7
enacted,7
initiate,7
noj,7
presentation,7
nrrp,7
analysing,7
heart,7
disparity,7
merit,7
tolerate,7
considerable,7
unfortunately,7
piece,7
inspectorate,7
informational,7
georgia,7
milieu,7
élèves,7
egalité,7
semipublic,7
testing,7
volunteering,7
guidebook,7
financially,7
httpswwwboeesbuscaractphpidboe,7
agricultural,7
dpr,7
anything,7
repurposing,7
gsfs,7
shutterstock,7
revolution,7
maidan,7
convoy,7
maybe,7
electric,7
hair,7
trapped,7
crossed,7
wall,7
nightmare,7
buy,7
confiscated,7
cry,7
detrimental,7
kremlin,7
struggling,7
door,7
elated,7
donate,7
tertiary,7
dropped,7
ptsdo,7
ptsis,7
demarcation,7
hadnt,7
obviously,7
argument,7
dire,6
verify,6
gravely,6
contractor,6
stationed,6
aiding,6
stripping,6
spectrum,6
absentia,6
ohchrs,6
constituting,6
mlrs,6
fire,6
brother,6
warfare,6
feasible,6
marking,6
russianaffiliated,6
proportionality,6
hague,6
ambulance,6
izium,6
suggesting,6
makeshift,6
justified,6
illtreated,6
compel,6
rifle,6
shoot,6
interrogated,6
apprehended,6
privately,6
regained,6
strip,6
wire,6
